GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022400657,1610612764,Wizards,WAS,Washington,240:00,42,101,0.416,11,37,0.297,13,17,0.765,14,31,45,23,5,3,11,15,108,-22
0022400657,1610612742,Mavericks,DAL,Dallas,240:00,49,92,0.533,20,45,0.444,12,17,0.706,13,38,51,39,5,7,11,20,130,22
