GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022300254,1610612757,Trail Blazers,POR,Portland,240.000000:00,40,85,0.471,9,18,0.5,25,31,0.806,9,29,38,20,6,4,16,21,114,4.0
0022300254,1610612754,Pacers,IND,Indiana,240.000000:00,42,88,0.477,8,33,0.242,18,24,0.75,10,32,42,26,10,6,20,24,110,-4.0
