GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021900951,1610612764,Wizards,WAS,Washington,240.000000:00,26,78,0.333,19,47,0.404,18,21,0.857,4,25,29,19,11,2,13,26,89,-11.0
0021900951,1610612748,Heat,MIA,Miami,240.000000:00,32,66,0.485,13,28,0.464,23,28,0.821,5,41,46,21,7,8,20,25,100,11.0
