GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022000572,1610612755,76ers,PHI,Philadelphia,240.000000:00,53,103,0.515,10,33,0.303,11,15,0.733,13,32,45,25,11,7,10,16,127,22.0
0022000572,1610612741,Bulls,CHI,Chicago,240.000000:00,39,83,0.47,14,29,0.483,13,16,0.813,8,30,38,26,3,6,19,19,105,-22.0
