GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0022500485,1610612763,MEM,Memphis,1642377,Jaylen Wells,F,,28:07,4.28,2.14,0,1,1,24,0,0,13,2,0,2,0.0,2,9,0.222,0.182,0,0,0.0,0022500485
0022500485,1610612763,MEM,Memphis,1628991,Jaren Jackson Jr.,F,,30:18,4.01,2.2,2,1,3,34,0,0,12,2,8,8,1.0,4,7,0.571,0.8,4,4,1.0,0022500485
0022500485,1610612763,MEM,Memphis,1631132,Christian Koloko,C,,21:39,4.38,1.7,5,3,8,27,1,0,22,0,1,2,0.5,0,1,0.0,0.333,5,6,0.833,0022500485
0022500485,1610612763,MEM,Memphis,1642907,Cedric Coward,G,,23:50,4.39,1.88,4,8,12,51,0,0,38,5,2,4,0.5,0,6,0.0,0.2,1,1,1.0,0022500485
0022500485,1610612763,MEM,Memphis,1629630,Ja Morant,G,,31:22,4.1,2.31,6,4,10,82,0,1,59,11,1,6,0.167,6,12,0.5,0.389,1,1,1.0,0022500485
0022500485,1610612763,MEM,Memphis,1630583,Santi Aldama,,,29:48,4.56,2.51,4,8,11,57,1,0,45,3,1,2,0.5,4,10,0.4,0.417,4,4,1.0,0022500485
0022500485,1610612763,MEM,Memphis,203484,Kentavious Caldwell-Pope,,,22:55,4.08,1.7,0,5,5,39,0,0,24,2,0,1,0.0,6,9,0.667,0.6,2,2,1.0,0022500485
0022500485,1610612763,MEM,Memphis,1629111,Jock Landale,,,20:15,4.2,1.5,9,3,12,26,1,0,17,0,3,4,0.75,2,3,0.667,0.714,2,2,1.0,0022500485
0022500485,1610612763,MEM,Memphis,1642285,Cam Spencer,,,16:38,4.36,1.33,0,2,2,33,0,1,28,5,0,0,0.0,2,3,0.667,0.667,1,1,1.0,0022500485
0022500485,1610612763,MEM,Memphis,1641713,GG Jackson,,,15:09,4.01,1.14,1,2,2,20,0,0,11,2,0,0,0.0,4,7,0.571,0.571,0,0,0.0,0022500485
0022500485,1610612763,MEM,Memphis,1629723,John Konchar,,DND - Injury/Illness,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022500485
0022500485,1610612763,MEM,Memphis,1631246,Vince Williams Jr.,,DND - Injury/Illness,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022500485
0022500485,1610612747,LAL,Los Angeles,2544,LeBron James,F,,36:04,3.68,2.4,2,12,12,84,1,0,54,6,8,8,1.0,4,10,0.4,0.667,1,2,0.5,0022500485
0022500485,1610612747,LAL,Los Angeles,1631222,Jake LaRavia,F,,37:02,4.56,3.06,6,9,15,67,0,0,55,2,0,0,0.0,8,12,0.667,0.667,4,5,0.8,0022500485
0022500485,1610612747,LAL,Los Angeles,1629028,Deandre Ayton,C,,24:49,3.99,1.76,3,8,10,20,1,0,14,0,0,2,0.0,2,2,1.0,0.5,2,5,0.4,0022500485
0022500485,1610612747,LAL,Los Angeles,203935,Marcus Smart,G,,34:17,3.96,2.42,2,13,15,67,0,1,56,7,2,2,1.0,3,7,0.429,0.556,0,1,0.0,0022500485
0022500485,1610612747,LAL,Los Angeles,1629029,Luka Dončić,G,,37:33,3.81,2.54,1,12,13,87,0,0,52,8,4,4,1.0,4,14,0.286,0.444,4,4,1.0,0022500485
0022500485,1610612747,LAL,Los Angeles,1641733,Nick Smith Jr.,,,16:02,4.49,1.36,0,1,1,28,0,1,19,2,0,0,0.0,3,4,0.75,0.75,2,2,1.0,0022500485
0022500485,1610612747,LAL,Los Angeles,1629637,Jaxson Hayes,,,23:11,3.72,1.59,1,3,4,22,1,0,14,0,3,3,1.0,2,3,0.667,0.833,1,2,0.5,0022500485
0022500485,1610612747,LAL,Los Angeles,1629020,Jarred Vanderbilt,,,20:15,4.56,1.7,3,7,9,28,0,0,20,1,1,1,1.0,1,3,0.333,0.5,1,2,0.5,0022500485
0022500485,1610612747,LAL,Los Angeles,1642261,Dalton Knecht,,,10:47,3.92,0.76,1,1,2,13,0,0,7,0,0,0,0.0,0,2,0.0,0.0,0,0,0.0,0022500485
0022500485,1610612747,LAL,Los Angeles,1642355,Bronny James,,DNP - Coach's Decision,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022500485
0022500485,1610612747,LAL,Los Angeles,1628467,Maxi Kleber,,DNP - Coach's Decision,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022500485
0022500485,1610612747,LAL,Los Angeles,1643024,Chris Mañon,,DNP - Coach's Decision,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022500485
0022500485,1610612747,LAL,Los Angeles,1631166,Drew Timme,,DNP - Coach's Decision,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022500485
