GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022000040,1610612750,MIN,Minnesota,1629006,Josh Okogie,Josh,F,,11.000000:01,2,4,0.5,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,4,-16.0
0022000040,1610612750,MIN,Minnesota,1627774,Jake Layman,Jake,F,,14.000000:47,4,8,0.5,0,1,0.0,2,2,1.0,0,3,3,0,0,0,0,1,10,-17.0
0022000040,1610612750,MIN,Minnesota,1629675,Naz Reid,Naz,C,,27.000000:48,5,13,0.385,1,4,0.25,0,0,0.0,1,4,5,4,2,0,1,5,11,-21.0
0022000040,1610612750,MIN,Minnesota,1627736,Malik Beasley,Malik,G,,24.000000:27,3,9,0.333,0,3,0.0,2,3,0.667,0,5,5,2,1,0,0,0,8,-19.0
0022000040,1610612750,MIN,Minnesota,1626156,D'Angelo Russell,D'Angelo,G,,20.000000:35,2,7,0.286,0,1,0.0,0,0,0.0,0,0,0,3,1,1,7,4,4,-31.0
0022000040,1610612750,MIN,Minnesota,1630162,Anthony Edwards,Anthony,,,28.000000:32,6,21,0.286,1,9,0.111,2,2,1.0,2,2,4,2,1,0,1,2,15,-14.0
0022000040,1610612750,MIN,Minnesota,1629633,Jarrett Culver,Jarrett,,,29.000000:25,4,11,0.364,0,4,0.0,0,0,0.0,2,2,4,0,1,1,5,4,8,-18.0
0022000040,1610612750,MIN,Minnesota,202334,Ed Davis,Ed,,,12.000000:32,2,5,0.4,0,0,0.0,0,0,0.0,7,0,7,1,0,1,2,4,4,-15.0
0022000040,1610612750,MIN,Minnesota,201937,Ricky Rubio,Ricky,,,18.000000:06,4,8,0.5,1,4,0.25,0,0,0.0,1,3,4,4,0,0,0,1,9,-9.0
0022000040,1610612750,MIN,Minnesota,1627823,Juancho Hernangomez,Juancho,,,13.000000:24,2,6,0.333,1,3,0.333,1,3,0.333,2,3,5,0,0,1,0,1,6,-15.0
0022000040,1610612750,MIN,Minnesota,1629020,Jarred Vanderbilt,Jarred,,,15.000000:28,0,3,0.0,0,0,0.0,2,4,0.5,2,5,7,6,3,1,1,0,2,1.0
0022000040,1610612750,MIN,Minnesota,1629162,Jordan McLaughlin,Jordan,,,16.000000:15,2,5,0.4,0,2,0.0,0,0,0.0,0,3,3,1,0,0,0,0,4,-6.0
0022000040,1610612750,MIN,Minnesota,1630183,Jaden McDaniels,Jaden,,,7.000000:40,2,3,0.667,2,3,0.667,0,0,0.0,0,1,1,0,2,1,0,2,6,0.0
0022000040,1610612747,LAL,Los Angeles,2544,LeBron James,LeBron,F,,26.000000:12,6,13,0.462,1,5,0.2,5,7,0.714,0,9,9,5,1,0,4,1,18,16.0
0022000040,1610612747,LAL,Los Angeles,1628398,Kyle Kuzma,Kyle,F,,29.000000:09,8,12,0.667,4,6,0.667,0,0,0.0,1,2,3,3,0,3,1,1,20,38.0
0022000040,1610612747,LAL,Los Angeles,201188,Marc Gasol,Marc,C,,20.000000:39,4,4,1.0,3,3,1.0,1,1,1.0,2,5,7,8,0,4,3,2,12,24.0
0022000040,1610612747,LAL,Los Angeles,203484,Kentavious Caldwell-Pope,Kentavious,G,,23.000000:14,3,3,1.0,0,0,0.0,2,3,0.667,0,2,2,2,1,0,0,1,8,29.0
0022000040,1610612747,LAL,Los Angeles,203471,Dennis Schröder,Dennis,G,,25.000000:14,5,10,0.5,0,3,0.0,1,1,1.0,0,4,4,4,1,0,3,3,11,35.0
0022000040,1610612747,LAL,Los Angeles,202083,Wesley Matthews,Wesley,,,17.000000:53,2,4,0.5,0,2,0.0,0,1,0.0,0,1,1,2,0,1,1,1,4,16.0
0022000040,1610612747,LAL,Los Angeles,1626149,Montrezl Harrell,Montrezl,,,19.000000:41,6,10,0.6,0,1,0.0,0,0,0.0,0,1,1,2,1,1,1,2,12,12.0
0022000040,1610612747,LAL,Los Angeles,1627936,Alex Caruso,Alex,,,10.000000:31,3,4,0.75,1,2,0.5,0,0,0.0,0,2,2,0,0,0,0,1,7,4.0
0022000040,1610612747,LAL,Los Angeles,202693,Markieff Morris,Markieff,,,15.000000:06,3,7,0.429,1,4,0.25,0,0,0.0,1,5,6,1,0,2,1,3,7,1.0
0022000040,1610612747,LAL,Los Angeles,1629659,Talen Horton-Tucker,Talen,,,20.000000:48,4,12,0.333,2,5,0.4,2,2,1.0,0,2,2,3,2,1,0,2,12,5.0
0022000040,1610612747,LAL,Los Angeles,1626188,Quinn Cook,Quinn,,,8.000000:33,2,5,0.4,0,3,0.0,1,1,1.0,0,1,1,2,0,0,0,0,5,0.0
0022000040,1610612747,LAL,Los Angeles,1628961,Kostas Antetokounmpo,Kostas,,,7.000000:40,0,2,0.0,0,0,0.0,0,0,0.0,0,4,4,0,0,2,2,1,0,0.0
0022000040,1610612747,LAL,Los Angeles,1628035,Alfonzo McKinnie,Alfonzo,,,7.000000:40,3,3,1.0,0,0,0.0,2,2,1.0,1,1,2,0,0,0,1,1,8,0.0
0022000040,1610612747,LAL,Los Angeles,201162,Jared Dudley,Jared,,,7.000000:40,1,1,1.0,1,1,1.0,0,0,0.0,0,2,2,0,0,0,0,0,3,0.0
