GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0022401082,1610612757,Trail Blazers,POR,Portland,240:00,17.67,33,42,73,370,1,0,255,19,18,34,0.529,20,53,0.377,0.437,21,27,0.778,0022401082
0022401082,1610612752,Knicks,NYK,New York,240:00,17.09,20,60,76,386,4,3,274,27,15,29,0.517,30,55,0.545,0.536,20,28,0.714,0022401082
