GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022401078,1610612747,LAL,Los Angeles,1629060,Rui Hachimura,Rui,F,,28.000000:28,113.4,119.4,124.3,126.2,-10.9,-6.9,0.0,0.0,0.0,0.0,0.103,0.052,0.0,0.813,0.813,0.119,0.121,107.27,103.7,86.42,62,0.084
0022401078,1610612747,LAL,Los Angeles,2544,LeBron James,LeBron,F,,37.000000:27,118.1,117.6,118.2,120.2,-0.1,-2.6,0.333,2.67,23.5,0.027,0.132,0.08,8.8,0.524,0.549,0.274,0.284,109.05,108.3,90.25,85,0.127
0022401078,1610612747,LAL,Los Angeles,1629637,Jaxson Hayes,Jaxson,C,,17.000000:06,117.2,113.5,108.5,105.4,8.7,8.1,0.0,0.0,0.0,0.0,0.278,0.147,50.0,1.0,1.0,0.053,0.054,100.77,103.86,86.55,37,0.026
0022401078,1610612747,LAL,Los Angeles,1630559,Austin Reaves,Austin,G,,37.000000:22,120.5,119.5,123.4,125.6,-2.9,-6.1,0.32,2.67,25.8,0.081,0.111,0.096,9.7,0.656,0.76,0.25,0.263,105.89,105.35,87.79,82,0.174
0022401078,1610612747,LAL,Los Angeles,1629029,Luka Dončić,Luka,G,,38.000000:22,125.9,129.8,118.0,119.5,7.9,10.2,0.31,3.0,25.7,0.0,0.2,0.107,8.6,0.5,0.623,0.28,0.284,106.08,103.83,86.52,84,0.162
0022401078,1610612747,LAL,Los Angeles,1627827,Dorian Finney-Smith,Dorian,,,34.000000:44,127.6,130.3,111.4,115.1,16.2,15.2,0.036,1.0,9.1,0.0,0.135,0.074,9.1,0.611,0.611,0.12,0.124,105.68,102.95,85.79,76,0.054
0022401078,1610612747,LAL,Los Angeles,1629216,Gabe Vincent,Gabe,,,23.000000:05,151.6,146.0,123.6,128.0,27.9,18.0,0.056,1.0,11.1,0.048,0.05,0.049,11.1,1.0,1.008,0.143,0.15,103.89,103.97,86.64,50,0.095
0022401078,1610612747,LAL,Los Angeles,1630692,Jordan Goodwin,Jordan,,,8.000000:11,138.3,142.1,139.9,135.3,-1.6,6.8,0.0,0.0,0.0,0.1,0.0,0.059,0.0,0.0,0.0,0.087,0.085,105.51,105.62,88.02,19,-0.032
0022401078,1610612747,LAL,Los Angeles,1629020,Jarred Vanderbilt,Jarred,,,9.000000:52,146.8,136.4,128.1,134.8,18.7,1.6,0.125,1.0,14.3,0.1,0.3,0.2,14.3,0.6,0.6,0.222,0.236,108.58,109.46,91.22,22,0.089
0022401078,1610612747,LAL,Los Angeles,1642261,Dalton Knecht,Dalton,,,5.000000:23,180.0,163.6,126.3,136.4,53.7,27.3,0.333,0.0,50.0,0.25,0.0,0.111,0.0,0.5,0.5,0.143,0.154,97.55,98.08,81.73,11,0.077
