GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0022400205,1610612766,Hornets,CHA,Charlotte,265:00,20.03,40,56,95,432,2,1,296,22,13,26,0.5,23,69,0.333,0.379,19,27,0.704,0022400205
0022400205,1610612755,76ers,PHI,Philadelphia,265:00,19.54,17,68,81,434,1,2,309,24,21,37,0.568,18,47,0.383,0.464,13,18,0.722,0022400205
