GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022301206,1610612763,MEM,Memphis,1631223,David Roddy,David,F,,21.000000:59,1.0,3.0,0.333,1.0,2.0,0.5,1.0,2.0,0.5,1.0,5.0,6.0,1.0,2.0,0.0,3.0,1.0,4.0,-5.0
0022301206,1610612763,MEM,Memphis,1628991,Jaren Jackson Jr.,Jaren,F,,35.000000:01,10.0,20.0,0.5,2.0,6.0,0.333,2.0,3.0,0.667,0.0,4.0,4.0,0.0,0.0,3.0,0.0,3.0,24.0,15.0
0022301206,1610612763,MEM,Memphis,202687,Bismack Biyombo,Bismack,C,,25.000000:42,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,11.0,4.0,0.0,1.0,2.0,2.0,2.0,-1.0
0022301206,1610612763,MEM,Memphis,201565,Derrick Rose,Derrick,G,,15.000000:29,2.0,7.0,0.286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,2.0
0022301206,1610612763,MEM,Memphis,1630217,Desmond Bane,Desmond,G,,35.000000:42,19.0,31.0,0.613,4.0,8.0,0.5,7.0,7.0,1.0,1.0,5.0,6.0,8.0,1.0,2.0,3.0,2.0,49.0,-1.0
0022301206,1610612763,MEM,Memphis,1629669,Jaylen Nowell,Jaylen,,,25.000000:58,6.0,8.0,0.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,12.0,8.0
0022301206,1610612763,MEM,Memphis,1630583,Santi Aldama,Santi,,,26.000000:06,3.0,9.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,7.0,14.0
0022301206,1610612763,MEM,Memphis,1631246,Vince Williams Jr.,Vince,,,24.000000:46,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,17.0
0022301206,1610612763,MEM,Memphis,1629723,John Konchar,John,,,21.000000:45,3.0,4.0,0.75,2.0,2.0,1.0,1.0,2.0,0.5,1.0,6.0,7.0,2.0,2.0,1.0,0.0,0.0,9.0,22.0
0022301206,1610612763,MEM,Memphis,1630214,Xavier Tillman,Xavier,,,6.000000:32,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,-1.0
