GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0022400792,1610612741,Bulls,CHI,Chicago,265:00,19.9,28,76,103,473,4,3,339,24,12,31,0.387,29,72,0.403,0.398,12,21,0.571,0022400792
0022400792,1610612752,Knicks,NYK,New York,265:00,19.6,25,81,106,436,3,0,301,28,17,36,0.472,29,71,0.408,0.43,9,19,0.474,0022400792
