GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022000828,1610612757,Trail Blazers,POR,Portland,240.000000:00,43,90,0.478,17,43,0.395,12,17,0.706,8,38,46,31,6,5,14,22,115,-1.0
0022000828,1610612738,Celtics,BOS,Boston,240.000000:00,42,90,0.467,15,35,0.429,17,24,0.708,9,37,46,30,5,4,9,19,116,1.0
