GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0021700164,1610612764,Wizards,WAS,Washington,240:00,16.97,25,66,87,415,1,1,295,20,23,40,0.575,20,43,0.465,0.518,22,34,0.647,0021700164
0021700164,1610612747,Lakers,LAL,Los Angeles,240:00,17.42,39,50,89,408,1,4,276,17,15,36,0.417,16,50,0.32,0.36,17,24,0.708,0021700164
