GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0021900921,1610612762,Jazz,UTA,Utah,240.000000:00,112.0,116.7,109.6,109.5,2.4,7.2,0.634,1.86,19.7,0.262,0.761,0.523,14.0,14.6,0.568,0.609,1.0,0.191,97.46,95.5,79.58,96,0.53
0021900921,1610612752,Knicks,NYK,New York,240.000000:00,109.6,109.5,112.0,116.7,-2.4,-7.2,0.561,1.77,17.8,0.239,0.738,0.477,13.696,13.7,0.524,0.56,1.0,0.198,97.46,95.5,79.58,95,0.47
