GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0022400850,1610612743,Nuggets,DEN,Denver,240:00,17.71,24,66,87,378,1,6,255,28,15,31,0.484,32,53,0.604,0.56,24,36,0.667,0022400850
0022400850,1610612765,Pistons,DET,Detroit,240:00,18.46,35,46,76,418,4,6,291,32,22,45,0.489,23,54,0.426,0.455,19,27,0.704,0022400850
