GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,PLAYER_ID,firstName,familyName,NICKNAME,playerSlug,position,comment,jerseyNum,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,PLAYER_NAME
0021700733,1610612746,LA,Clippers,LAC,clippers,202325,Wesley,Johnson,W. Johnson,wesley-johnson,F,,,31:16,101.5,101.5,82.9,82.9,18.7,18.7,0.042,1.0,7.1,0.0,0.026,0.013,7.1,0.333,0.333,0.171,0.171,104.41,104.41,87.01,66.0,0.005,Wesley Johnson
0021700733,1610612746,LA,Clippers,LAC,clippers,201933,Blake,Griffin,B. Griffin,blake-griffin,F,,,37:14,111.3,111.3,90.0,90.0,21.3,21.3,0.28,0.0,23.3,0.0,0.279,0.133,0.0,0.545,0.579,0.253,0.253,103.13,103.13,85.94,80.0,0.219,Blake Griffin
0021700733,1610612746,LA,Clippers,LAC,clippers,201599,DeAndre,Jordan,D. Jordan,deandre-jordan,C,,,34:41,109.3,109.3,88.0,88.0,21.3,21.3,0.0,0.0,0.0,0.114,0.35,0.226,0.0,0.75,0.644,0.093,0.093,103.8,103.8,86.5,75.0,0.149,DeAndre Jordan
0021700733,1610612746,LA,Clippers,LAC,clippers,1627820,Tyrone,Wallace,T. Wallace,tyrone-wallace,G,,,32:24,115.1,115.1,87.3,87.3,27.7,27.7,0.222,2.0,25.0,0.077,0.081,0.079,12.5,0.5,0.63,0.217,0.217,106.69,106.69,88.91,73.0,0.134,Tyrone Wallace
0021700733,1610612746,LA,Clippers,LAC,clippers,1628462,Milos,Teodosic,M. Teodosic,milos-teodosic,G,,,27:51,96.7,96.7,100.0,100.0,-3.3,-3.3,0.3,1.5,26.1,0.029,0.103,0.063,17.4,0.462,0.462,0.254,0.254,104.26,104.26,86.88,60.0,0.076,Milos Teodosic
0021700733,1610612746,LA,Clippers,LAC,clippers,101150,Lou,Williams,L. Williams,lou-williams,,,,35:25,114.9,114.9,110.8,110.8,4.1,4.1,0.25,2.0,18.8,0.026,0.088,0.056,9.4,0.455,0.472,0.313,0.313,100.3,100.3,83.58,74.0,0.107,Lou Williams
0021700733,1610612746,LA,Clippers,LAC,clippers,1626149,Montrezl,Harrell,M. Harrell,montrezl-harrell,,,,13:19,100.0,100.0,127.6,127.6,-27.6,-27.6,0.111,1.0,14.3,0.0,0.182,0.087,14.3,0.75,0.717,0.188,0.188,106.33,106.33,88.61,30.0,0.099,Montrezl Harrell
0021700733,1610612746,LA,Clippers,LAC,clippers,1628414,Sindarius,Thornwell,S. Thornwell,sindarius-thornwell,,,,17:05,110.5,110.5,121.1,121.1,-10.5,-10.5,0.133,0.0,50.0,0.0,0.0,0.0,0.0,0.75,0.75,0.049,0.049,106.79,106.79,88.99,38.0,0.041,Sindarius Thornwell
0021700733,1610612746,LA,Clippers,LAC,clippers,1626155,Sam,Dekker,S. Dekker,sam-dekker,,,,10:46,92.0,92.0,129.2,129.2,-37.2,-37.2,0.0,0.0,0.0,0.111,0.125,0.118,0.0,1.0,1.0,0.038,0.038,109.23,109.23,91.02,25.0,0.028,Sam Dekker
0021700733,1610612746,LA,Clippers,LAC,clippers,1628393,Jawun,Evans,J. Evans,jawun-evans,,NWT - Injury/Illness,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jawun Evans
0021700733,1610612746,LA,Clippers,LAC,clippers,201568,Danilo,Gallinari,D. Gallinari,danilo-gallinari,,DNP - Injury/Illness,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Danilo Gallinari
0021700733,1610612746,LA,Clippers,LAC,clippers,203186,Willie,Reed,W. Reed,willie-reed,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Willie Reed
0021700733,1610612740,New Orleans,Pelicans,NOP,pelicans,202734,E'Twaun,Moore,E. Moore,etwaun-moore,F,,,32:04,84.3,84.3,107.0,107.0,-22.8,-22.8,0.077,0.5,6.3,0.0,0.047,0.025,12.5,0.682,0.705,0.192,0.192,105.53,105.53,87.94,70.0,0.108,E'Twaun Moore
0021700733,1610612740,New Orleans,Pelicans,NOP,pelicans,201967,Dante,Cunningham,D. Cunningham,dante-cunningham,F,,,28:05,80.3,80.3,104.8,104.8,-24.5,-24.5,0.0,0.0,0.0,0.03,0.158,0.099,18.2,0.5,0.457,0.164,0.164,105.12,105.12,87.6,61.0,0.051,Dante Cunningham
