GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021900374,1610612748,Heat,MIA,Miami,240.000000:00,39,85,0.459,10,33,0.303,22,28,0.786,5,29,34,24,8,2,8,21,110,-3.0
0021900374,1610612747,Lakers,LAL,Los Angeles,240.000000:00,43,87,0.494,12,37,0.324,15,23,0.652,14,36,50,26,5,9,19,23,113,3.0
