gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personIdOff,firstNameOff,familyNameOff,nameIOff,playerSlugOff,positionOff,commentOff,jerseyNumOff,personIdDef,firstNameDef,familyNameDef,nameIDef,playerSlugDef,jerseyNumDef,matchupMinutes,matchupMinutesSort,partialPossessions,percentageDefenderTotalTime,percentageOffensiveTotalTime,percentageTotalTimeBothOn,switchesOn,playerPoints,teamPoints,matchupAssists,matchupPotentialAssists,matchupTurnovers,matchupBlocks,matchupFieldGoalsMade,matchupFieldGoalsAttempted,matchupFieldGoalsPercentage,matchupThreePointersMade,matchupThreePointersAttempted,matchupThreePointersPercentage,helpBlocks,helpFieldGoalsMade,helpFieldGoalsAttempted,helpFieldGoalsPercentage,matchupFreeThrowsMade,matchupFreeThrowsAttempted,shootingFouls
0022100059,1610612740,New Orleans,Pelicans,NOP,pelicans,1630529,Herbert,Jones,H. Jones,herbert-jones,F,,5,203992,Bogdan,Bogdanović,B. Bogdanović,bogdan-bogdanović,13,2:04,123.8,10.1,0.169,0.25,0.276,0,0,18,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022100059,1610612740,New Orleans,Pelicans,NOP,pelicans,1630529,Herbert,Jones,H. Jones,herbert-jones,F,,5,203991,Clint,Capela,C. Capela,clint-capela,15,0:13,12.8,2.1,0.019,0.026,0.032,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022100059,1610612740,New Orleans,Pelicans,NOP,pelicans,1630529,Herbert,Jones,H. Jones,herbert-jones,F,,5,1628381,John,Collins,J. Collins,john-collins,20,2:43,163.1,14.1,0.29,0.329,0.526,0,7,16,1,0,0,0,3,4,0.75,1,1,1.0,0,0,0,0.0,0,0,0
0022100059,1610612740,New Orleans,Pelicans,NOP,pelicans,1630529,Herbert,Jones,H. Jones,herbert-jones,F,,5,201568,Danilo,Gallinari,D. Gallinari,danilo-gallinari,8,1:03,63.0,4.1,0.133,0.127,0.658,0,0,4,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022100059,1610612740,New Orleans,Pelicans,NOP,pelicans,1630529,Herbert,Jones,H. Jones,herbert-jones,F,,5,1628989,Kevin,Huerter,K. Huerter,kevin-huerter,3,0:10,10.1,1.1,0.018,0.02,0.087,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022100059,1610612740,New Orleans,Pelicans,NOP,pelicans,1630529,Herbert,Jones,H. Jones,herbert-jones,F,,5,1629631,De'Andre,Hunter,D. Hunter,deandre-hunter,12,0:34,33.8,3.3,0.05,0.068,0.078,0,0,5,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022100059,1610612740,New Orleans,Pelicans,NOP,pelicans,1630529,Herbert,Jones,H. Jones,herbert-jones,F,,5,1629629,Cam,Reddish,C. Reddish,cam-reddish,22,0:19,19.4,1.1,0.033,0.039,0.149,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022100059,1610612740,New Orleans,Pelicans,NOP,pelicans,1630529,Herbert,Jones,H. Jones,herbert-jones,F,,5,1629027,Trae,Young,T. Young,trae-young,11,0:36,36.0,2.8,0.043,0.073,0.076,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022100059,1610612740,New Orleans,Pelicans,NOP,pelicans,1627742,Brandon,Ingram,B. Ingram,brandon-ingram,F,,14,203992,Bogdan,Bogdanović,B. Bogdanović,bogdan-bogdanović,13,0:38,37.9,3.1,0.052,0.042,0.061,0,0,5,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022100059,1610612740,New Orleans,Pelicans,NOP,pelicans,1627742,Brandon,Ingram,B. Ingram,brandon-ingram,F,,14,203991,Clint,Capela,C. Capela,clint-capela,15,0:34,34.1,3.8,0.051,0.038,0.061,0,0,7,2,0,0,0,0,2,0.0,0,1,0.0,0,0,0,0.0,0,0,0
0022100059,1610612740,New Orleans,Pelicans,NOP,pelicans,1627742,Brandon,Ingram,B. Ingram,brandon-ingram,F,,14,1628381,John,Collins,J. Collins,john-collins,20,0:51,50.7,5.3,0.09,0.056,0.101,0,0,4,0,0,0,0,0,3,0.0,0,1,0.0,0,0,0,0.0,0,0,0
0022100059,1610612740,New Orleans,Pelicans,NOP,pelicans,1627742,Brandon,Ingram,B. Ingram,brandon-ingram,F,,14,203476,Gorgui,Dieng,G. Dieng,gorgui-dieng,10,0:19,19.4,1.3,0.085,0.021,0.155,0,0,4,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022100059,1610612740,New Orleans,Pelicans,NOP,pelicans,1627742,Brandon,Ingram,B. Ingram,brandon-ingram,F,,14,201568,Danilo,Gallinari,D. Gallinari,danilo-gallinari,8,0:23,23.1,1.2,0.049,0.025,0.068,0,0,5,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
