GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022301188,1610612754,Pacers,IND,Indiana,240.000000:00,144.8,146.7,105.6,107.5,39.2,39.3,0.631,2.56,25.4,0.333,0.745,0.575,14.76,15.0,0.745,0.752,1.0,0.193,108.64,107.0,89.17,107,0.649
0022301188,1610612737,Hawks,ATL,Atlanta,240.000000:00,105.6,107.5,144.8,146.7,-39.2,-39.3,0.641,1.47,17.5,0.255,0.667,0.425,15.614,15.9,0.506,0.57,1.0,0.197,108.64,107.0,89.17,107,0.351
