GAME_ID,GAME_DATE,MATCHUP
0022201219,2023-04-09,ORL @ MIA
0022201226,2023-04-09,MEM @ OKC
0022201216,2023-04-09,ATL @ BOS
0022201225,2023-04-09,MIN vs. NOP
0022201230,2023-04-09,POR vs. GSW
0022201224,2023-04-09,SAS @ DAL
0022201220,2023-04-09,IND @ NYK
0022201227,2023-04-09,SAC @ DEN
0022201217,2023-04-09,PHI @ BKN
0022201229,2023-04-09,PHX vs. LAC
0022201221,2023-04-09,MIL @ TOR
0022201223,2023-04-09,DET @ CHI
0022201218,2023-04-09,CHA @ CLE
0022201228,2023-04-09,UTA @ LAL
0022201222,2023-04-09,HOU @ WAS
0022201213,2023-04-08,UTA vs. DEN
0022201214,2023-04-08,MIN @ SAS
0022201215,2023-04-08,POR @ LAC
0022201204,2023-04-07,MIA @ WAS
0022201210,2023-04-07,CHI @ DAL
0022201203,2023-04-07,DET @ IND
0022201205,2023-04-07,PHI @ ATL
0022201202,2023-04-07,HOU @ CHA
0022201206,2023-04-07,BOS vs. TOR
0022201211,2023-04-07,SAC vs. GSW
0022201207,2023-04-07,ORL @ BKN
0022201208,2023-04-07,MIL vs. MEM
0022201209,2023-04-07,NYK @ NOP
0022201212,2023-04-07,PHX @ LAL
0022201197,2023-04-06,ORL vs. CLE
0022201201,2023-04-06,PHX vs. DEN
0022201200,2023-04-06,UTA vs. OKC
0022201199,2023-04-06,POR @ SAS
0022201198,2023-04-06,MIA @ PHI
0022201195,2023-04-05,DAL vs. SAC
0022201192,2023-04-05,BOS vs. TOR
0022201194,2023-04-05,MEM @ NOP
0022201193,2023-04-05,CHI @ MIL
0022201190,2023-04-05,IND vs. NYK
0022201191,2023-04-05,ATL vs. WAS
0022201189,2023-04-05,BKN @ DET
0022201196,2023-04-05,LAL @ LAC
0022201179,2023-04-04,MIL @ WAS
0022201181,2023-04-04,BOS @ PHI
0022201183,2023-04-04,DEN @ HOU
0022201180,2023-04-04,MIN @ BKN
0022201176,2023-04-04,TOR @ CHA
0022201187,2023-04-04,GSW vs. OKC
0022201177,2023-04-04,DET vs. MIA
0022201185,2023-04-04,SAC @ NOP
0022201178,2023-04-04,ORL vs. CLE
0022201182,2023-04-04,CHI vs. ATL
0022201188,2023-04-04,PHX vs. SAS
0022201184,2023-04-04,MEM vs. POR
0022201186,2023-04-04,UTA vs. LAL
0022201163,2023-04-02,TOR @ CHA
0022201172,2023-04-02,OKC vs. PHX
0022201171,2023-04-02,LAL @ HOU
0022201175,2023-04-02,GSW @ DEN
0022201165,2023-04-02,MEM @ CHI
0022201168,2023-04-02,WAS @ NYK
0022201174,2023-04-02,PHI @ MIL
0022201170,2023-04-02,SAS @ SAC
0022201167,2023-04-02,DAL @ ATL
0022201173,2023-04-02,CLE vs. IND
0022201166,2023-04-02,MIN vs. POR
0022201169,2023-04-02,DET @ ORL
