GAME_ID,GAME_DATE,MATCHUP
0022101227,2022-04-10,ORL vs. MIA
0022101216,2022-04-10,BKN vs. IND
0022101226,2022-04-10,NYK vs. TOR
0022101217,2022-04-10,WAS @ CHA
0022101220,2022-04-10,DEN vs. LAL
0022101230,2022-04-10,UTA @ POR
0022101228,2022-04-10,PHI vs. DET
0022101222,2022-04-10,OKC @ LAC
0022101218,2022-04-10,MIL @ CLE
0022101221,2022-04-10,HOU vs. ATL
0022101224,2022-04-10,MIN vs. CHI
0022101223,2022-04-10,MEM vs. BOS
0022101219,2022-04-10,DAL vs. SAS
0022101229,2022-04-10,PHX vs. SAC
0022101225,2022-04-10,NOP vs. GSW
0022101213,2022-04-09,NOP @ MEM
0022101212,2022-04-09,LAC vs. SAC
0022101214,2022-04-09,PHI vs. IND
0022101215,2022-04-09,SAS vs. GSW
0022101208,2022-04-08,CHA @ CHI
0022101203,2022-04-08,MIL @ DET
0022101205,2022-04-08,BKN vs. CLE
0022101207,2022-04-08,MIA vs. ATL
0022101206,2022-04-08,HOU @ TOR
0022101211,2022-04-08,LAL vs. OKC
0022101209,2022-04-08,DAL vs. POR
0022101204,2022-04-08,NYK @ WAS
0022101210,2022-04-08,PHX @ UTA
0022101201,2022-04-07,DEN vs. MEM
0022101197,2022-04-07,PHI @ TOR
0022101198,2022-04-07,BOS @ MIL
0022101196,2022-04-07,CHA vs. ORL
0022101200,2022-04-07,POR @ NOP
0022101199,2022-04-07,SAS @ MIN
0022101202,2022-04-07,LAL @ GSW
0022101191,2022-04-06,BKN @ NYK
0022101192,2022-04-06,WAS @ ATL
0022101193,2022-04-06,BOS @ CHI
0022101194,2022-04-06,OKC @ UTA
0022101190,2022-04-06,DAL @ DET
0022101195,2022-04-06,PHX @ LAC
0022101186,2022-04-05,DEN vs. SAS
0022101184,2022-04-05,WAS @ MIN
0022101179,2022-04-05,CLE @ ORL
0022101180,2022-04-05,HOU @ BKN
0022101188,2022-04-05,NOP @ SAC
0022101178,2022-04-05,PHI @ IND
0022101189,2022-04-05,PHX vs. LAL
0022101187,2022-04-05,UTA vs. MEM
0022101181,2022-04-05,MIA vs. CHA
0022101182,2022-04-05,TOR vs. ATL
0022101185,2022-04-05,POR @ OKC
0022101183,2022-04-05,MIL @ CHI
0022101175,2022-04-03,SAS vs. POR
0022101167,2022-04-03,MIL vs. DAL
0022101171,2022-04-03,ORL vs. NYK
0022101177,2022-04-03,LAC vs. NOP
0022101170,2022-04-03,PHI @ CLE
0022101172,2022-04-03,MIA @ TOR
0022101166,2022-04-03,BOS vs. WAS
0022101168,2022-04-03,LAL vs. DEN
0022101169,2022-04-03,IND vs. DET
0022101174,2022-04-03,OKC vs. PHX
0022101173,2022-04-03,MIN @ HOU
0022101176,2022-04-03,GSW @ SAC
0022101162,2022-04-02,NYK vs. CLE
0022101164,2022-04-02,MIA @ CHI
0022101165,2022-04-02,UTA @ GSW
0022101163,2022-04-02,ATL vs. BKN
0022101161,2022-04-02,CHA @ PHI
0022101155,2022-04-01,PHX @ MEM
0022101153,2022-04-01,IND @ BOS
0022101160,2022-04-01,LAL vs. NOP
0022101151,2022-04-01,TOR @ ORL
0022101158,2022-04-01,POR @ SAS
0022101152,2022-04-01,WAS vs. DAL
0022101156,2022-04-01,LAC @ MIL
0022101157,2022-04-01,OKC vs. DET
0022101154,2022-04-01,SAC @ HOU
0022101159,2022-04-01,MIN @ DEN
0022101147,2022-03-31,PHI @ DET
0022101149,2022-03-31,LAC @ CHI
0022100452,2022-03-31,ATL vs. CLE
0022101150,2022-03-31,LAL @ UTA
0022101148,2022-03-31,BKN vs. MIL
0022101142,2022-03-30,HOU vs. SAC
0022101140,2022-03-30,CHA @ NYK
0022101141,2022-03-30,TOR vs. MIN
0022101136,2022-03-30,DAL @ CLE
0022101139,2022-03-30,BOS vs. MIA
0022101145,2022-03-30,GSW vs. PHX
0022101137,2022-03-30,DEN @ IND
0022101143,2022-03-30,OKC vs. ATL
0022101138,2022-03-30,ORL @ WAS
0022101146,2022-03-30,POR vs. NOP
0022101144,2022-03-30,SAS vs. MEM
0022101135,2022-03-29,LAC vs. UTA
0022101131,2022-03-29,MIL @ PHI
0022101132,2022-03-29,CHI @ WAS
0022101134,2022-03-29,LAL @ DAL
0022101133,2022-03-29,DET @ BKN
0022101125,2022-03-28,SAC @ MIA
0022101127,2022-03-28,TOR vs. BOS
0022101126,2022-03-28,NYK vs. CHI
0022101128,2022-03-28,SAS @ HOU
0022101130,2022-03-28,POR vs. OKC
0022101129,2022-03-28,MEM vs. GSW
0022101123,2022-03-28,ORL @ CLE
0022101124,2022-03-28,ATL @ IND
0022101122,2022-03-28,CHA vs. DEN
0022101116,2022-03-27,BOS vs. MIN
0022101117,2022-03-27,GSW @ WAS
0022101115,2022-03-27,DET vs. NYK
0022101119,2022-03-27,LAL @ NOP
0022101121,2022-03-27,UTA @ DAL
0022101120,2022-03-27,BKN vs. CHA
0022101118,2022-03-27,PHX vs. PHI
0022101112,2022-03-26,MIL @ MEM
0022101111,2022-03-26,MIA vs. BKN
0022101109,2022-03-26,TOR vs. IND
0022101108,2022-03-26,ORL vs. SAC
0022101110,2022-03-26,CLE vs. CHI
0022101107,2022-03-26,NOP vs. SAS
0022101114,2022-03-26,HOU @ POR
0022101113,2022-03-26,OKC @ DEN
0022101101,2022-03-25,DET vs. WAS
0022101100,2022-03-25,CHA vs. UTA
0022101104,2022-03-25,MIN vs. DAL
0022101105,2022-03-25,POR vs. HOU
