GAME_ID,GAME_DATE,MATCHUP
0022001074,2021-05-16,LAC @ OKC
0022001077,2021-05-16,SAC vs. UTA
0022001066,2021-05-16,ATL vs. HOU
0022001078,2021-05-16,PHX @ SAS
0022001070,2021-05-16,GSW vs. MEM
0022001075,2021-05-16,PHI vs. ORL
0022001071,2021-05-16,DAL @ MIN
0022001067,2021-05-16,CLE @ BKN
0022001073,2021-05-16,BOS @ NYK
0022001080,2021-05-16,WAS vs. CHA
0022001072,2021-05-16,LAL @ NOP
0022001076,2021-05-16,POR vs. DEN
0022001079,2021-05-16,IND @ TOR
0022001069,2021-05-16,DET vs. MIA
0022001068,2021-05-16,MIL @ CHI
0022001061,2021-05-15,LAL @ IND
0022001064,2021-05-15,CHA @ NYK
0022001065,2021-05-15,SAS vs. PHX
0022001060,2021-05-15,CHI @ BKN
0022001062,2021-05-15,MIA @ MIL
0022001063,2021-05-15,MIN vs. BOS
0022001055,2021-05-14,ORL @ PHI
0022001059,2021-05-14,NOP @ GSW
0022001056,2021-05-14,OKC vs. UTA
0022001054,2021-05-14,DEN @ DET
0022000263,2021-05-14,MEM vs. SAC
0022001058,2021-05-14,HOU vs. LAC
0022000204,2021-05-14,CLE @ WAS
0022001057,2021-05-14,TOR @ DAL
0022001053,2021-05-13,POR @ PHX
0022001050,2021-05-13,PHI @ MIA
0022001047,2021-05-13,CHA vs. LAC
0022000255,2021-05-13,SAC @ MEM
0022001052,2021-05-13,MIN vs. DEN
0022000458,2021-05-13,SAS @ NYK
0022001048,2021-05-13,MIL @ IND
0022001051,2021-05-13,CHI vs. TOR
0022001049,2021-05-13,ATL vs. ORL
0022001045,2021-05-12,UTA vs. POR
0022001042,2021-05-12,WAS @ ATL
0022000154,2021-05-12,DAL vs. NOP
0022001043,2021-05-12,BKN vs. SAS
0022001046,2021-05-12,HOU @ LAL
0022001044,2021-05-12,BOS @ CLE
0022001038,2021-05-11,MIL vs. ORL
0022000448,2021-05-11,DEN @ CHA
0022001036,2021-05-11,BKN @ CHI
0022001037,2021-05-11,MEM vs. DAL
0022001039,2021-05-11,GSW vs. PHX
0022001034,2021-05-11,TOR vs. LAC
0022001040,2021-05-11,OKC @ SAC
0022001035,2021-05-11,PHI @ IND
0022001032,2021-05-11,MIA @ BOS
0022001041,2021-05-11,NYK @ LAL
0022001033,2021-05-11,DET vs. MIN
0022001026,2021-05-10,ATL vs. WAS
0022001031,2021-05-10,POR vs. HOU
0022001030,2021-05-10,GSW vs. UTA
0022001027,2021-05-10,IND @ CLE
0022001029,2021-05-10,SAS vs. MIL
0022001028,2021-05-10,MEM vs. NOP
0022001020,2021-05-09,NOP @ CHA
0022001023,2021-05-09,CHI @ DET
0022001022,2021-05-09,MIN @ ORL
0022001025,2021-05-09,OKC @ SAC
0022001021,2021-05-09,CLE vs. DAL
0022001019,2021-05-09,LAC vs. NYK
0022000145,2021-05-09,BOS vs. MIA
0022001024,2021-05-09,LAL vs. PHX
0022001017,2021-05-08,GSW vs. OKC
0022001015,2021-05-08,DEN vs. BKN
0022001013,2021-05-08,DET @ PHI
0022001018,2021-05-08,SAS @ POR
0022001014,2021-05-08,MEM @ TOR
0022001016,2021-05-08,HOU @ UTA
0022001012,2021-05-08,WAS @ IND
0022001005,2021-05-07,MIN @ MIA
0022000160,2021-05-07,BOS @ CHI
0022001009,2021-05-07,PHX vs. NYK
0022001010,2021-05-07,POR vs. LAL
0022001011,2021-05-07,SAS @ SAC
0022001006,2021-05-07,HOU @ MIL
0022001004,2021-05-07,CHA vs. ORL
0022001008,2021-05-07,UTA vs. DEN
0022001007,2021-05-07,CLE @ DAL
0022001003,2021-05-07,PHI vs. NOP
0022000997,2021-05-06,TOR vs. WAS
0022001000,2021-05-06,IND vs. ATL
0022000434,2021-05-06,CHA vs. CHI
0022001001,2021-05-06,OKC @ GSW
0022000998,2021-05-06,DAL vs. BKN
0022001002,2021-05-06,LAL @ LAC
0022000999,2021-05-06,MEM @ DET
