GAME_ID,GAME_DATE,MATCHUP
0022401188,2025-04-13,NYK @ BKN
0022401186,2025-04-13,ORL @ ATL
0022401193,2025-04-13,HOU vs. DEN
0022401197,2025-04-13,TOR @ SAS
0022401191,2025-04-13,CHI @ PHI
0022401199,2025-04-13,LAL @ POR
0022401189,2025-04-13,IND @ CLE
0022401190,2025-04-13,MIA vs. WAS
0022401192,2025-04-13,DET @ MIL
0022401187,2025-04-13,CHA @ BOS
0022401195,2025-04-13,MIN vs. UTA
0022401196,2025-04-13,OKC @ NOP
0022401200,2025-04-13,SAC vs. PHX
0022401194,2025-04-13,MEM vs. DAL
0022401198,2025-04-13,LAC @ GSW
0022401185,2025-04-11,HOU @ LAL
0022401182,2025-04-11,SAS @ PHX
0022401181,2025-04-11,OKC @ UTA
0022401175,2025-04-11,NYK vs. CLE
0022401177,2025-04-11,NOP vs. MIA
0022401184,2025-04-11,LAC @ SAC
0022401173,2025-04-11,PHI vs. ATL
0022401176,2025-04-11,CHI vs. WAS
0022401172,2025-04-11,ORL @ IND
0022401171,2025-04-11,MIL @ DET
0022401174,2025-04-11,CHA @ BOS
0022401183,2025-04-11,GSW @ POR
0022401180,2025-04-11,DEN vs. MEM
0022401179,2025-04-11,MIN vs. BKN
0022401178,2025-04-11,TOR @ DAL
0022401168,2025-04-10,CLE @ IND
0022401170,2025-04-10,MIN @ MEM
0022401169,2025-04-10,ATL @ BKN
0022401167,2025-04-10,NYK @ DET
0022401161,2025-04-10,MIL vs. NOP
0022401160,2025-04-09,MIA @ CHI
0022401163,2025-04-09,GSW vs. SAS
0022401162,2025-04-09,UTA vs. POR
0022401156,2025-04-09,ORL vs. BOS
0022401159,2025-04-09,DAL vs. LAL
0022401166,2025-04-09,HOU @ LAC
0022401157,2025-04-09,WAS vs. PHI
0022401164,2025-04-09,OKC @ PHX
0022401165,2025-04-09,DEN @ SAC
0022401158,2025-04-09,TOR vs. CHA
0022401152,2025-04-08,MIL vs. MIN
0022401149,2025-04-08,ATL @ ORL
0022401147,2025-04-08,CHI @ CLE
0022401151,2025-04-08,BOS @ NYK
0022401155,2025-04-08,LAC vs. SAS
0022401154,2025-04-08,GSW @ PHX
0022401150,2025-04-08,NOP @ BKN
0022401146,2025-04-08,CHA vs. MEM
0022401153,2025-04-08,OKC vs. LAL
0022401148,2025-04-08,IND vs. WAS
0022401145,2025-04-07,MIA vs. PHI
0022401144,2025-04-07,DET vs. SAC
0022401139,2025-04-06,SAS @ POR
0022401142,2025-04-06,DEN vs. IND
0022401143,2025-04-06,GSW vs. HOU
0022401135,2025-04-06,OKC vs. LAL
0022401136,2025-04-06,UTA @ ATL
0022401133,2025-04-06,CHI @ CHA
0022401134,2025-04-06,TOR @ BKN
0022401138,2025-04-06,CLE vs. SAC
0022401137,2025-04-06,WAS @ BOS
0022400617,2025-04-06,MIL @ NOP
0022401140,2025-04-06,PHX @ NYK
0022401130,2025-04-05,MIN @ PHI
0022401132,2025-04-05,DAL @ LAC
0022401129,2025-04-05,MEM @ DET
0022401131,2025-04-05,MIL @ MIA
0022401128,2025-04-05,ATL vs. NYK
0022401120,2025-04-04,BOS vs. PHX
0022401127,2025-04-04,LAC vs. DAL
0022401123,2025-04-04,OKC @ HOU
0022401125,2025-04-04,DEN @ GSW
0022401121,2025-04-04,TOR vs. DET
0022401122,2025-04-04,CHI vs. POR
0022401118,2025-04-04,SAC @ CHA
0022401126,2025-04-04,NOP @ LAL
0022401124,2025-04-04,CLE @ SAS
0022401119,2025-04-04,UTA @ IND
0022401115,2025-04-03,MIL @ PHI
0022401116,2025-04-03,TOR vs. POR
0022401114,2025-04-03,MEM @ MIA
0022401113,2025-04-03,MIN @ BKN
0022401112,2025-04-03,ORL @ WAS
0022401117,2025-04-03,GSW @ LAL
0022401105,2025-04-02,WAS vs. SAC
0022401108,2025-04-02,OKC vs. DET
0022401104,2025-04-02,IND vs. CHA
0022401111,2025-04-02,NOP @ LAC
0022401106,2025-04-02,BOS vs. MIA
0022401107,2025-04-02,HOU vs. UTA
0022401109,2025-04-02,ATL @ DAL
0022401103,2025-04-02,CLE vs. NYK
0022401110,2025-04-02,SAS @ DEN
0022401097,2025-04-01,ATL vs. POR
0022400988,2025-04-01,SAS vs. ORL
0022401100,2025-04-01,MEM vs. GSW
0022401101,2025-04-01,PHX @ MIL
0022401102,2025-04-01,MIN @ DEN
0022401098,2025-04-01,NYK vs. PHI
0022401099,2025-04-01,CHI vs. TOR
0022401089,2025-03-31,UTA @ CHA
0022401092,2025-03-31,WAS vs. MIA
0022401096,2025-03-31,HOU @ LAL
0022401095,2025-03-31,DAL vs. BKN
0022401091,2025-03-31,ORL vs. LAC
0022401093,2025-03-31,BOS @ MEM
0022401094,2025-03-31,OKC vs. CHI
0022401090,2025-03-31,SAC @ IND
0022401084,2025-03-30,DET @ MIN
0022401086,2025-03-30,GSW @ SAS
0022401083,2025-03-30,MIL vs. ATL
0022401088,2025-03-30,HOU @ PHX
0022401085,2025-03-30,CHA @ NOP
0022401087,2025-03-30,PHI vs. TOR
0022401082,2025-03-30,POR @ NYK
0022401081,2025-03-30,LAC @ CLE
0022401080,2025-03-29,BOS @ SAS
0022401074,2025-03-29,SAC @ ORL
0022401078,2025-03-29,LAL @ MEM
0022401079,2025-03-29,OKC vs. IND
