gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personIdOff,firstNameOff,familyNameOff,nameIOff,playerSlugOff,positionOff,commentOff,jerseyNumOff,personIdDef,firstNameDef,familyNameDef,nameIDef,playerSlugDef,jerseyNumDef,matchupMinutes,matchupMinutesSort,partialPossessions,percentageDefenderTotalTime,percentageOffensiveTotalTime,percentageTotalTimeBothOn,switchesOn,playerPoints,teamPoints,matchupAssists,matchupPotentialAssists,matchupTurnovers,matchupBlocks,matchupFieldGoalsMade,matchupFieldGoalsAttempted,matchupFieldGoalsPercentage,matchupThreePointersMade,matchupThreePointersAttempted,matchupThreePointersPercentage,helpBlocks,helpFieldGoalsMade,helpFieldGoalsAttempted,helpFieldGoalsPercentage,matchupFreeThrowsMade,matchupFreeThrowsAttempted,shootingFouls
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1628384,OG,Anunoby,O. Anunoby,og-anunoby,F,,3,1628389,Bam,Adebayo,B. Adebayo,bam-adebayo,13,1:11,70.8,8.2,0.086,0.078,0.121,0,7,9,1,0,1,0,3,6,0.5,1,4,0.25,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1628384,OG,Anunoby,O. Anunoby,og-anunoby,F,,3,1629639,Tyler,Herro,T. Herro,tyler-herro,14,1:43,103.2,7.8,0.12,0.114,0.147,0,3,11,2,0,0,0,1,2,0.5,1,2,0.5,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1628384,OG,Anunoby,O. Anunoby,og-anunoby,F,,3,1629312,Haywood,Highsmith,H. Highsmith,haywood-highsmith,24,0:20,19.7,1.2,0.636,0.022,0.636,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1628384,OG,Anunoby,O. Anunoby,og-anunoby,F,,3,201567,Kevin,Love,K. Love,kevin-love,0,0:48,47.6,3.8,0.112,0.053,0.112,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1628384,OG,Anunoby,O. Anunoby,og-anunoby,F,,3,200768,Kyle,Lowry,K. Lowry,kyle-lowry,7,3:39,219.4,15.6,0.355,0.243,0.431,0,8,18,1,0,0,0,3,4,0.75,2,3,0.667,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1628384,OG,Anunoby,O. Anunoby,og-anunoby,F,,3,1628997,Caleb,Martin,C. Martin,caleb-martin,16,0:44,44.4,3.6,0.06,0.049,0.088,0,0,5,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1628384,OG,Anunoby,O. Anunoby,og-anunoby,F,,3,203506,Victor,Oladipo,V. Oladipo,victor-oladipo,4,3:18,198.1,17.4,0.394,0.219,0.527,0,3,22,0,0,0,0,1,1,1.0,1,1,1.0,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1628384,OG,Anunoby,O. Anunoby,og-anunoby,F,,3,1629130,Duncan,Robinson,D. Robinson,duncan-robinson,55,0:39,39.3,2.2,0.132,0.044,0.153,0,0,3,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1628384,OG,Anunoby,O. Anunoby,og-anunoby,F,,3,1629622,Max,Strus,M. Strus,max-strus,31,1:09,69.2,6.4,0.104,0.077,0.148,0,2,10,0,0,0,0,1,1,1.0,0,0,0.0,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1628384,OG,Anunoby,O. Anunoby,og-anunoby,F,,3,1629216,Gabe,Vincent,G. Vincent,gabe-vincent,2,0:29,28.6,2.2,0.069,0.032,0.085,0,0,4,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1628384,OG,Anunoby,O. Anunoby,og-anunoby,F,,3,203469,Cody,Zeller,C. Zeller,cody-zeller,44,0:25,25.4,2.8,0.08,0.028,0.08,0,0,4,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1627783,Pascal,Siakam,P. Siakam,pascal-siakam,F,,43,1628389,Bam,Adebayo,B. Adebayo,bam-adebayo,13,4:54,294.0,24.1,0.358,0.353,0.358,0,10,25,0,0,0,0,4,9,0.444,0,3,0.0,0,0,0,0.0,2,2,1
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1627783,Pascal,Siakam,P. Siakam,pascal-siakam,F,,43,1629639,Tyler,Herro,T. Herro,tyler-herro,14,0:57,56.5,4.6,0.066,0.068,0.081,0,4,6,0,0,0,0,2,2,1.0,0,0,0.0,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1627783,Pascal,Siakam,P. Siakam,pascal-siakam,F,,43,1629312,Haywood,Highsmith,H. Highsmith,haywood-highsmith,24,0:03,3.4,0.3,0.111,0.004,0.111,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1627783,Pascal,Siakam,P. Siakam,pascal-siakam,F,,43,201567,Kevin,Love,K. Love,kevin-love,0,0:59,58.9,6.9,0.138,0.071,0.138,0,6,11,2,0,1,0,2,3,0.667,0,1,0.0,0,0,0,0.0,2,2,1
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1627783,Pascal,Siakam,P. Siakam,pascal-siakam,F,,43,200768,Kyle,Lowry,K. Lowry,kyle-lowry,7,1:10,70.3,4.7,0.114,0.084,0.224,0,0,5,0,0,1,0,0,1,0.0,0,1,0.0,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1627783,Pascal,Siakam,P. Siakam,pascal-siakam,F,,43,1628997,Caleb,Martin,C. Martin,caleb-martin,16,3:12,191.9,14.9,0.26,0.23,0.442,0,8,17,1,0,1,0,4,7,0.571,0,0,0.0,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1627783,Pascal,Siakam,P. Siakam,pascal-siakam,F,,43,203506,Victor,Oladipo,V. Oladipo,victor-oladipo,4,1:15,75.2,6.8,0.15,0.09,0.151,0,2,9,1,0,0,0,1,1,1.0,0,0,0.0,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1627783,Pascal,Siakam,P. Siakam,pascal-siakam,F,,43,1629130,Duncan,Robinson,D. Robinson,duncan-robinson,55,0:16,16.0,1.2,0.054,0.019,0.099,0,0,4,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1627783,Pascal,Siakam,P. Siakam,pascal-siakam,F,,43,1629622,Max,Strus,M. Strus,max-strus,31,0:48,48.0,4.8,0.072,0.058,0.134,0,2,6,0,0,0,0,1,1,1.0,0,0,0.0,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1627783,Pascal,Siakam,P. Siakam,pascal-siakam,F,,43,1629216,Gabe,Vincent,G. Vincent,gabe-vincent,2,0:41,40.7,4.2,0.098,0.049,0.098,0,4,6,0,0,1,0,1,1,1.0,0,0,0.0,0,0,0,0.0,2,2,1
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1627783,Pascal,Siakam,P. Siakam,pascal-siakam,F,,43,203469,Cody,Zeller,C. Zeller,cody-zeller,44,0:04,3.6,0.4,0.011,0.004,0.27,0,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0,0.0,0,0,0
0022201132,1610612761,Toronto,Raptors,TOR,raptors,1627751,Jakob,Poeltl,J. Poeltl,jakob-poeltl,C,,19,1628389,Bam,Adebayo,B. Adebayo,bam-adebayo,13,2:42,161.7,10.9,0.197,0.307,0.307,0,0,8,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
