GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,PLAYER_ID,firstName,familyName,NICKNAME,playerSlug,position,comment,jerseyNum,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,PLAYER_NAME
0021801216,1610612756,Phoenix,Suns,PHX,suns,1628969,Mikal,Bridges,M. Bridges,mikal-bridges,F,,,36:58,109.9,109.9,118.3,118.3,-8.4,-8.4,0.0,0.0,0.0,0.026,0.0,0.013,0.0,0.667,0.683,0.079,0.079,105.83,105.83,88.19,81.0,0.058,Mikal Bridges
0021801216,1610612756,Phoenix,Suns,PHX,suns,1627733,Dragan,Bender,D. Bender,dragan-bender,F,,,36:20,113.6,113.6,121.7,121.7,-8.1,-8.1,0.222,3.0,31.6,0.049,0.243,0.141,10.5,0.5,0.558,0.151,0.151,108.33,108.33,90.28,81.0,0.1,Dragan Bender
0021801216,1610612756,Phoenix,Suns,PHX,suns,1629034,Ray,Spalding,R. Spalding,ray-spalding,C,,,18:12,92.3,92.3,105.3,105.3,-13.0,-13.0,0.167,2.0,18.2,0.05,0.25,0.159,9.1,0.143,0.127,0.209,0.209,101.54,101.54,84.62,39.0,0.037,Ray Spalding
0021801216,1610612756,Phoenix,Suns,PHX,suns,1628367,Josh,Jackson,J. Jackson,josh-jackson,G,,,41:36,102.2,102.2,115.1,115.1,-12.9,-12.9,0.0,0.0,0.0,0.02,0.143,0.08,4.3,0.35,0.383,0.232,0.232,106.15,106.15,88.46,91.0,0.031,Josh Jackson
0021801216,1610612756,Phoenix,Suns,PHX,suns,1629059,Elie,Okobo,E. Okobo,elie-okobo,G,,,26:24,110.2,110.2,125.4,125.4,-15.3,-15.3,0.158,1.0,23.1,0.0,0.04,0.017,23.1,0.75,0.799,0.156,0.156,107.27,107.27,89.39,59.0,0.062,Elie Okobo
0021801216,1610612756,Phoenix,Suns,PHX,suns,203584,Troy,Daniels,T. Daniels,troy-daniels,,,,9:45,59.1,59.1,109.1,109.1,-50.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,108.31,108.31,90.26,22.0,-0.131,Troy Daniels
0021801216,1610612756,Phoenix,Suns,PHX,suns,2037,Jamal,Crawford,J. Crawford,jamal-crawford,,,,38:08,101.2,101.2,109.6,109.6,-8.5,-8.5,0.385,1.25,11.9,0.0,0.111,0.054,9.5,0.717,0.751,0.402,0.402,105.74,105.74,88.12,85.0,0.28,Jamal Crawford
0021801216,1610612756,Phoenix,Suns,PHX,suns,1629001,De'Anthony,Melton,D. Melton,deanthony-melton,,,,19:18,86.7,86.7,91.1,91.1,-4.4,-4.4,0.083,0.5,12.5,0.0,0.12,0.059,25.0,0.5,0.564,0.14,0.14,111.9,111.9,93.25,45.0,0.089,De'Anthony Melton
0021801216,1610612756,Phoenix,Suns,PHX,suns,202690,Jimmer,Fredette,J. Fredette,jimmer-fredette,,,,13:19,106.7,106.7,83.3,83.3,23.3,23.3,0.333,4.0,50.0,0.0,0.091,0.056,12.5,0.0,0.0,0.125,0.125,108.14,108.14,90.11,30.0,0.043,Jimmer Fredette
0021801216,1610612756,Phoenix,Suns,PHX,suns,1626164,Devin,Booker,D. Booker,devin-booker,,NWT - Injury/Illness,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Devin Booker
0021801216,1610612756,Phoenix,Suns,PHX,suns,1626158,Richaun,Holmes,R. Holmes,richaun-holmes,,DND - Injury/Illness,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Richaun Holmes
0021801216,1610612742,Dallas,Mavericks,DAL,mavericks,1628382,Justin,Jackson,J. Jackson,justin-jackson,F,,,29:01,121.5,121.5,103.1,103.1,18.4,18.4,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.714,0.714,0.104,0.104,106.7,106.7,88.91,65.0,0.045,Justin Jackson
0021801216,1610612742,Dallas,Mavericks,DAL,mavericks,1717,Dirk,Nowitzki,D. Nowitzki,dirk-nowitzki,F,,,32:41,115.5,115.5,98.6,98.6,16.9,16.9,0.167,1.5,8.1,0.029,0.194,0.113,5.4,0.435,0.464,0.395,0.395,104.99,104.99,87.49,71.0,0.124,Dirk Nowitzki
0021801216,1610612742,Dallas,Mavericks,DAL,mavericks,203939,Dwight,Powell,D. Powell,dwight-powell,C,,,27:21,105.4,105.4,101.7,101.7,3.7,3.7,0.188,1.0,21.4,0.167,0.167,0.167,21.4,0.6,0.681,0.162,0.162,100.91,100.91,84.1,56.0,0.112,Dwight Powell
0021801216,1610612742,Dallas,Mavericks,DAL,mavericks,2734,Devin,Harris,D. Harris,devin-harris,G,,,22:05,121.7,121.7,108.7,108.7,13.0,13.0,0.313,1.67,26.3,0.042,0.091,0.065,15.8,0.55,0.618,0.246,0.246,99.98,99.98,83.32,46.0,0.103,Devin Harris
0021801216,1610612742,Dallas,Mavericks,DAL,mavericks,1629029,Luka,Dončić,L. Dončić,luka-dončić,G,,,32:11,115.8,115.8,98.6,98.6,17.1,17.1,0.478,2.75,34.4,0.088,0.325,0.216,12.5,0.5,0.599,0.239,0.239,111.86,111.86,93.22,76.0,0.247,Luka Dončić
0021801216,1610612742,Dallas,Mavericks,DAL,mavericks,1628973,Jalen,Brunson,J. Brunson,jalen-brunson,,,,29:24,106.1,106.1,104.5,104.5,1.6,1.6,0.1,0.0,16.7,0.0,0.118,0.058,0.0,0.375,0.461,0.132,0.132,108.57,108.57,90.48,66.0,0.043,Jalen Brunson
0021801216,1610612742,Dallas,Mavericks,DAL,mavericks,1627827,Dorian,Finney-Smith,D. Finney-Smith,dorian-finney-smith,,,,19:58,110.4,110.4,102.0,102.0,8.4,8.4,0.167,1.0,15.4,0.261,0.148,0.2,15.4,0.833,0.833,0.193,0.193,117.8,117.8,98.16,48.0,0.203,Dorian Finney-Smith
0021801216,1610612742,Dallas,Mavericks,DAL,mavericks,1628467,Maxi,Kleber,M. Kleber,maxi-kleber,,,,20:11,119.1,119.1,110.6,110.6,8.5,8.5,0.056,0.5,20.0,0.048,0.36,0.217,40.0,1.5,1.064,0.074,0.074,111.78,111.78,93.15,47.0,0.095,Maxi Kleber
