GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0021800671,1610612738,Celtics,BOS,Boston,240:00,17.86,29,66,93,402,3,0,277,29,18,34,0.529,26,52,0.5,0.512,17,28,0.607,0021800671
0021800671,1610612763,Grizzlies,MEM,Memphis,240:00,18.28,30,48,75,439,11,3,320,33,20,46,0.435,21,46,0.457,0.446,10,20,0.5,0021800671
