GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021700151,1610612764,Washington,Wizards,WAS,wizards,240:00,32,75,0.427,10,25,0.4,25,32,0.781,3,36,39,21,5,5,15,19,99,-14.0
0021700151,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,43,91,0.473,11,30,0.367,16,20,0.8,11,42,53,26,6,8,11,23,113,14.0
