gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,matchupMinutes,partialPossessions,switchesOn,playerPoints,defensiveRebounds,matchupAssists,matchupTurnovers,steals,blocks,matchupFieldGoalsMade,matchupFieldGoalsAttempted,matchupFieldGoalPercentage,matchupThreePointersMade,matchupThreePointersAttempted,matchupThreePointerPercentage
0022000577,1610612756,Phoenix,Suns,PHX,suns,1628969,Mikal,Bridges,M. Bridges,mikal-bridges,F,,25,15:34,78.6,0,13,3,6,3,1,1,5,17,0.294,3,7,0.429
0022000577,1610612756,Phoenix,Suns,PHX,suns,1626163,Frank,Kaminsky,F. Kaminsky,frank-kaminsky,F,,8,3:56,20.9,0,9,0,2,0,1,0,4,7,0.571,1,4,0.25
0022000577,1610612756,Phoenix,Suns,PHX,suns,1629028,Deandre,Ayton,D. Ayton,deandre-ayton,C,,22,9:16,46.9,0,22,2,5,2,1,0,8,15,0.533,2,4,0.5
0022000577,1610612756,Phoenix,Suns,PHX,suns,1626164,Devin,Booker,D. Booker,devin-booker,G,,1,14:11,73.6,0,20,5,1,1,0,0,7,17,0.412,3,9,0.333
0022000577,1610612756,Phoenix,Suns,PHX,suns,101108,Chris,Paul,C. Paul,chris-paul,G,,3,12:19,64.4,0,10,5,4,1,0,0,5,7,0.714,0,0,0.0
0022000577,1610612756,Phoenix,Suns,PHX,suns,203109,Jae,Crowder,J. Crowder,jae-crowder,,,99,12:28,61.0,0,11,6,2,1,0,0,3,10,0.3,1,1,1.0
0022000577,1610612756,Phoenix,Suns,PHX,suns,1626166,Cameron,Payne,C. Payne,cameron-payne,,,15,8:34,37.6,0,11,3,1,2,1,0,5,9,0.556,1,2,0.5
0022000577,1610612756,Phoenix,Suns,PHX,suns,203967,Dario,Šarić,D. Šarić,dario-šarić,,,20,9:42,44.5,0,19,4,4,0,0,0,7,13,0.538,2,5,0.4
0022000577,1610612756,Phoenix,Suns,PHX,suns,1627846,Abdel,Nader,A. Nader,abdel-nader,,,11,8:47,40.9,0,8,5,1,2,2,0,2,9,0.222,2,6,0.333
0022000577,1610612756,Phoenix,Suns,PHX,suns,202734,E'Twaun,Moore,E. Moore,etwaun-moore,,,55,2:26,11.5,0,5,0,1,0,0,0,2,3,0.667,1,2,0.5
0022000577,1610612757,Portland,Trail Blazers,POR,blazers,1627884,Derrick,Jones Jr.,D. Jones Jr.,derrick-jones-jr,F,,5,9:44,50.9,0,18,2,2,0,1,0,6,13,0.462,1,3,0.333
0022000577,1610612757,Portland,Trail Blazers,POR,blazers,203496,Robert,Covington,R. Covington,robert-covington,F,,23,12:55,68.1,0,20,6,5,3,2,1,9,14,0.643,1,3,0.333
0022000577,1610612757,Portland,Trail Blazers,POR,blazers,202683,Enes,Freedom,E. Freedom,enes-freedom,C,,11,9:53,52.9,0,22,5,6,2,0,1,10,17,0.588,1,1,1.0
0022000577,1610612757,Portland,Trail Blazers,POR,blazers,1629018,Gary,Trent Jr.,G. Trent Jr.,gary-trent-jr,G,,2,13:18,70.8,0,10,1,3,0,0,0,5,8,0.625,0,2,0.0
0022000577,1610612757,Portland,Trail Blazers,POR,blazers,203081,Damian,Lillard,D. Lillard,damian-lillard,G,,0,13:54,74.8,0,19,6,2,0,2,0,8,11,0.727,2,4,0.5
0022000577,1610612757,Portland,Trail Blazers,POR,blazers,1629642,Nassir,Little,N. Little,nassir-little,,,9,7:37,42.2,0,2,1,2,1,0,0,1,3,0.333,0,1,0.0
0022000577,1610612757,Portland,Trail Blazers,POR,blazers,2546,Carmelo,Anthony,C. Anthony,carmelo-anthony,,,00,8:32,44.9,0,23,2,4,3,0,0,8,12,0.667,4,6,0.667
0022000577,1610612757,Portland,Trail Blazers,POR,blazers,203918,Rodney,Hood,R. Hood,rodney-hood,,,5,7:11,41.0,0,8,1,4,2,2,0,3,4,0.75,2,2,1.0
0022000577,1610612757,Portland,Trail Blazers,POR,blazers,1629014,Anfernee,Simons,A. Simons,anfernee-simons,,,1,5:55,29.4,0,8,2,2,0,1,0,2,5,0.4,0,0,0.0
