GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0021700343,1610612738,Celtics,BOS,Boston,240:00,16.44,24,63,84,438,4,1,327,25,21,40,0.525,22,38,0.579,0.551,11,17,0.647,0021700343
0021700343,1610612749,Bucks,MIL,Milwaukee,240:00,16.29,16,34,49,373,1,3,269,17,16,33,0.485,19,45,0.422,0.449,22,29,0.759,0021700343
